id,start_date,end_date,property_id,guest_id
1012697,2016-11-08,2016-11-14,163,995
1012698,2021-01-15,2021-01-26,333,792
1012699,2022-04-13,2022-05-05,185,134
1012700,2018-08-19,2018-09-16,661,12
1012701,2016-01-01,2016-01-23,78,976
1012702,2015-01-04,2015-01-05,366,138
1012703,2021-04-10,2021-04-14,175,205
1012704,2018-08-02,2018-08-29,415,370
1012705,2015-09-05,2015-09-28,225,289
1012706,2019-03-17,2019-03-23,314,719
1012707,2022-11-30,2022-12-16,871,259
1012708,2015-05-14,2015-05-25,199,524
1012709,2019-03-25,2019-04-13,897,768
1012710,2021-06-26,2021-06-26,348,760
1012711,2016-12-30,2017-01-18,519,668
1012712,2021-12-09,2021-12-19,226,975
1012713,2018-02-07,2018-03-01,646,793
1012714,2019-07-30,2019-08-01,611,173
1012715,2023-02-08,2023-03-01,662,16
1012716,2018-07-25,2018-07-27,965,921
1012717,2017-10-27,2017-11-21,21,421
1012718,2017-04-06,2017-05-03,501,77
1012719,2015-04-01,2015-04-14,150,152
1012720,2020-11-29,2020-12-08,576,728
1012721,2019-01-03,2019-01-30,195,804
1012722,2019-12-04,2019-12-19,756,793
1012723,2016-05-25,2016-06-15,515,397
1012724,2021-10-26,2021-11-13,675,926
1012725,2019-07-13,2019-07-22,606,635
1012726,2021-03-23,2021-04-03,501,411
1012727,2020-11-17,2020-11-23,504,521
1012728,2018-01-28,2018-02-15,317,982
1012729,2016-03-31,2016-04-29,443,345
1012730,2020-04-21,2020-05-09,266,77
1012731,2018-12-24,2018-12-24,106,14
1012732,2020-01-17,2020-01-23,465,279
1012733,2023-02-26,2023-03-22,239,74
1012734,2019-10-16,2019-10-27,715,117
1012735,2023-03-28,2023-04-13,770,738
1012736,2018-11-13,2018-11-17,603,350
1012737,2020-11-13,2020-11-15,601,41
1012738,2015-02-28,2015-03-13,914,640
1012739,2015-06-11,2015-07-04,350,47
1012740,2020-02-12,2020-02-13,768,117
1012741,2014-06-07,2014-07-04,70,701
1012742,2020-06-26,2020-07-16,376,858
1012743,2021-02-09,2021-02-13,981,172
1012744,2021-03-19,2021-03-23,806,645
1012745,2014-12-29,2015-01-23,5,57
1012746,2019-04-20,2019-05-07,449,666
1012747,2014-11-11,2014-12-09,567,3
1012748,2019-10-02,2019-10-13,315,924
1012749,2018-03-24,2018-04-20,906,725
1012750,2022-02-08,2022-02-25,700,263
1012751,2020-04-25,2020-05-10,796,144
1012752,2023-01-27,2023-02-05,554,71
1012753,2016-04-07,2016-05-05,935,942
1012754,2017-09-19,2017-10-18,425,238
1012755,2020-11-15,2020-11-27,536,763
1012756,2019-07-16,2019-07-29,792,512
1012757,2019-12-10,2019-12-25,790,749
1012758,2015-04-13,2015-05-07,411,326
1012759,2016-09-02,2016-09-26,35,702
1012760,2016-04-05,2016-04-16,115,780
1012761,2016-05-20,2016-05-29,329,847
1012762,2016-09-13,2016-10-11,269,652
1012763,2017-06-28,2017-07-14,485,500
1012764,2023-07-23,2023-08-15,617,108
1012765,2021-01-12,2021-01-29,104,94
1012766,2020-11-19,2020-11-30,257,629
1012767,2015-03-07,2015-03-27,981,839
1012768,2017-05-28,2017-06-20,454,540
1012769,2017-11-12,2017-12-01,545,542
1012770,2021-01-04,2021-01-15,932,700
1012771,2017-06-17,2017-07-15,503,371
1012772,2023-04-22,2023-05-01,461,31
1012773,2014-08-15,2014-08-19,5,966
1012774,2018-12-25,2018-12-26,64,657
1012775,2017-01-10,2017-02-08,40,916
1012776,2016-06-09,2016-06-28,657,286
1012777,2014-12-08,2014-12-19,41,680
1012778,2017-02-24,2017-02-27,928,399
1012779,2019-01-31,2019-01-31,228,195
1012780,2016-07-09,2016-07-16,131,165
1012781,2021-04-07,2021-04-19,696,205
1012782,2023-04-23,2023-04-30,692,352
1012783,2017-09-15,2017-10-07,380,462
1012784,2015-10-17,2015-11-08,825,112
1012785,2014-07-06,2014-08-03,20,511
1012786,2022-07-23,2022-08-16,775,392
1012787,2021-05-12,2021-06-08,771,209
1012788,2022-02-12,2022-02-25,450,304
1012789,2021-03-27,2021-04-14,950,724
1012790,2016-11-02,2016-11-22,527,388
1012791,2020-02-21,2020-02-27,582,527
1012792,2022-06-23,2022-07-04,90,358
1012793,2020-07-14,2020-07-14,591,652
1012794,2020-12-16,2020-12-20,105,943
1012795,2019-01-17,2019-01-26,599,718
1012796,2017-05-14,2017-06-02,897,426
1012797,2020-05-06,2020-05-15,511,828
1012798,2017-08-08,2017-08-26,664,929
1012799,2021-08-07,2021-09-03,380,857
1012800,2016-09-30,2016-10-28,762,735
1012801,2016-02-02,2016-02-24,716,685
1012802,2023-07-02,2023-07-12,402,185
1012803,2020-05-02,2020-05-21,74,795
1012804,2022-10-21,2022-11-18,339,463
1012805,2023-06-21,2023-06-22,902,546
1012806,2022-08-26,2022-09-09,120,673
1012807,2023-06-26,2023-06-29,591,136
1012808,2017-08-19,2017-08-30,686,828
1012809,2021-05-22,2021-06-20,619,222
1012810,2018-01-16,2018-02-12,406,465
1012811,2022-04-15,2022-05-11,30,517
1012812,2016-02-12,2016-02-28,143,595
1012813,2019-05-17,2019-05-23,641,254
1012814,2023-06-01,2023-06-12,462,58
1012815,2015-03-25,2015-04-07,240,962
1012816,2022-11-10,2022-12-08,368,377
1012817,2017-01-04,2017-01-29,233,525
1012818,2019-07-05,2019-07-27,205,337
1012819,2020-09-29,2020-10-16,40,24
1012820,2022-01-01,2022-01-28,909,543
1012821,2015-05-31,2015-06-25,931,124
1012822,2015-11-18,2015-12-03,10,250
1012823,2017-10-04,2017-10-29,32,905
1012824,2021-04-24,2021-05-09,455,223
1012825,2018-08-28,2018-09-19,682,306
1012826,2020-11-29,2020-12-01,610,35
1012827,2018-08-06,2018-08-27,423,445
1012828,2023-04-20,2023-05-08,672,892
1012829,2022-05-22,2022-05-28,2,355
1012830,2016-03-27,2016-04-04,568,525
1012831,2021-04-25,2021-05-17,286,715
1012832,2015-10-25,2015-11-22,179,553
1012833,2022-02-19,2022-03-11,781,385
1012834,2022-03-23,2022-04-12,961,321
1012835,2023-10-07,2023-11-01,874,10
1012836,2014-12-06,2014-12-16,799,422
1012837,2019-08-11,2019-09-09,882,358
1012838,2022-03-05,2022-03-26,484,988
1012839,2017-03-13,2017-03-19,558,976
1012840,2017-12-17,2017-12-23,921,914
1012841,2023-11-14,2023-11-17,276,187
1012842,2023-08-15,2023-08-24,512,598
1012843,2016-10-30,2016-11-05,395,953
1012844,2020-03-14,2020-03-25,70,701
1012845,2017-11-03,2017-11-18,16,741
1012846,2022-03-21,2022-04-07,797,687
1012847,2017-06-27,2017-07-09,118,103
1012848,2017-01-01,2017-01-14,794,82
1012849,2021-04-24,2021-05-04,305,874
1012850,2021-01-25,2021-02-23,822,723
1012851,2022-11-29,2022-12-25,355,363
1012852,2016-09-26,2016-10-11,130,14
1012853,2022-07-01,2022-07-27,126,771
1012854,2019-03-06,2019-04-04,837,824
1012855,2021-11-17,2021-12-14,308,423
1012856,2018-05-27,2018-06-20,556,929
1012857,2018-12-06,2018-12-08,302,745
1012858,2019-02-01,2019-03-02,343,338
1012859,2023-11-13,2023-11-19,903,507
1012860,2022-08-12,2022-09-02,397,923
1012861,2015-07-03,2015-07-11,613,465
1012862,2020-08-02,2020-08-29,933,88
1012863,2015-09-17,2015-09-28,736,829
1012864,2018-08-05,2018-08-13,196,981
1012865,2014-07-26,2014-08-09,714,609
1012866,2016-02-17,2016-03-03,584,78
1012867,2023-02-14,2023-02-18,666,284
1012868,2023-01-27,2023-02-14,545,46
1012869,2017-04-21,2017-04-29,588,843
1012870,2019-01-28,2019-02-03,88,838
1012871,2018-10-29,2018-11-03,587,547
1012872,2022-10-18,2022-10-25,384,748
1012873,2020-02-26,2020-03-15,963,986
1012874,2021-05-30,2021-06-15,862,903
1012875,2020-10-25,2020-11-20,992,678
1012876,2015-09-16,2015-09-25,836,920
1012877,2019-04-20,2019-05-02,218,480
1012878,2016-07-09,2016-07-13,571,258
1012879,2021-03-02,2021-03-16,299,464
1012880,2022-11-21,2022-12-09,772,973
1012881,2022-02-02,2022-03-01,448,204
1012882,2018-08-08,2018-08-26,648,719
1012883,2021-03-21,2021-04-05,374,746
1012884,2015-02-09,2015-02-15,739,187
1012885,2021-08-28,2021-09-17,801,745
1012886,2018-07-06,2018-07-09,436,143
1012887,2020-01-25,2020-01-26,354,853
1012888,2021-04-29,2021-05-22,39,630
1012889,2016-02-18,2016-03-14,916,665
1012890,2017-12-25,2018-01-02,386,737
1012891,2014-12-04,2014-12-27,556,176
1012892,2022-10-15,2022-11-01,103,365
1012893,2014-10-01,2014-10-02,604,599
1012894,2014-06-08,2014-06-12,959,823
1012895,2016-06-05,2016-06-21,256,567
1012896,2015-01-04,2015-01-11,330,958
1012897,2020-04-19,2020-04-21,908,334
1012898,2021-12-02,2021-12-24,477,959
1012899,2021-10-17,2021-11-02,899,599
1012900,2021-09-17,2021-10-03,526,80
1012901,2023-08-13,2023-09-10,389,114
1012902,2019-10-31,2019-11-23,418,868
1012903,2021-10-31,2021-11-19,532,381
1012904,2018-06-03,2018-06-29,148,302
1012905,2017-01-02,2017-01-25,892,20
1012906,2019-08-19,2019-08-19,758,958
1012907,2022-05-23,2022-06-09,242,499
1012908,2017-09-02,2017-09-14,7,986
1012909,2018-04-05,2018-04-07,301,423
1012910,2020-10-09,2020-11-01,789,174
1012911,2015-05-23,2015-06-14,252,730
1012912,2021-10-29,2021-11-12,696,82
1012913,2023-05-14,2023-06-01,677,164
1012914,2014-07-08,2014-07-14,703,161
1012915,2019-03-06,2019-03-22,261,566
1012916,2020-08-25,2020-09-13,725,39
1012917,2019-01-04,2019-01-29,375,846
1012918,2020-02-07,2020-02-25,397,442
1012919,2023-01-13,2023-01-19,757,712
1012920,2015-01-01,2015-01-05,908,317
1012921,2016-08-13,2016-09-09,63,948
1012922,2022-07-14,2022-07-25,876,287
1012923,2022-01-04,2022-01-18,659,672
1012924,2018-10-21,2018-11-10,960,271
1012925,2021-04-18,2021-04-24,92,484
1012926,2015-03-11,2015-04-07,456,960
1012927,2016-11-20,2016-12-06,290,222
1012928,2022-06-12,2022-06-29,745,346
1012929,2016-11-04,2016-11-26,23,271
1012930,2020-04-09,2020-04-25,611,255
1012931,2019-10-26,2019-11-16,138,695
1012932,2014-12-18,2015-01-01,680,90
1012933,2019-04-11,2019-04-11,362,811
1012934,2015-11-25,2015-12-08,180,796
1012935,2022-03-25,2022-04-03,929,426
1012936,2018-07-05,2018-07-21,402,204
1012937,2017-08-03,2017-08-11,659,898
1012938,2023-03-23,2023-03-27,9,127
1012939,2019-07-26,2019-08-12,263,388
1012940,2014-09-09,2014-09-11,329,226
1012941,2021-08-20,2021-08-22,211,643
1012942,2014-11-13,2014-12-05,818,598
1012943,2015-03-27,2015-04-06,532,297
1012944,2020-03-23,2020-04-10,386,489
1012945,2017-04-29,2017-05-21,620,901
1012946,2018-10-08,2018-10-19,519,466
1012947,2022-10-11,2022-10-20,775,658
1012948,2016-08-23,2016-09-09,897,124
1012949,2015-04-08,2015-04-14,1,807
1012950,2022-03-03,2022-03-29,491,223
1012951,2021-01-19,2021-02-09,369,369
1012952,2018-01-10,2018-02-06,330,610
1012953,2022-05-15,2022-05-18,595,434
1012954,2017-10-14,2017-10-24,207,481
1012955,2022-08-05,2022-08-12,981,228
1012956,2020-12-27,2020-12-28,341,628
1012957,2017-06-18,2017-07-02,383,379
1012958,2022-04-14,2022-04-17,100,383
1012959,2020-03-26,2020-04-09,67,920
1012960,2019-07-31,2019-08-14,229,896
1012961,2023-03-11,2023-03-25,445,434
1012962,2021-05-16,2021-05-26,266,806
1012963,2019-02-22,2019-03-19,215,449
1012964,2014-09-08,2014-09-23,395,183
1012965,2017-10-01,2017-10-22,286,249
1012966,2021-08-05,2021-08-30,242,702
1012967,2017-03-19,2017-04-05,503,635
1012968,2020-03-08,2020-03-22,52,760
1012969,2014-07-24,2014-07-26,662,472
1012970,2016-06-13,2016-06-27,777,689
1012971,2014-10-25,2014-11-18,848,744
1012972,2020-04-09,2020-04-10,187,670
1012973,2020-10-27,2020-11-23,677,83
1012974,2019-01-27,2019-02-16,49,135
1012975,2022-12-19,2022-12-20,935,407
1012976,2016-02-01,2016-02-16,438,416
1012977,2020-01-11,2020-01-30,128,242
1012978,2018-03-05,2018-03-19,454,520
1012979,2021-12-05,2021-12-21,213,347
1012980,2019-02-16,2019-02-28,952,191
1012981,2018-10-29,2018-11-23,105,32
1012982,2021-11-02,2021-11-08,872,979
1012983,2018-08-08,2018-09-06,686,384
1012984,2015-10-04,2015-10-05,167,148
1012985,2015-07-25,2015-08-02,272,38
1012986,2018-09-26,2018-09-29,424,233
1012987,2021-02-22,2021-03-11,279,745
1012988,2019-05-28,2019-06-09,536,990
1012989,2023-05-30,2023-06-16,559,498
1012990,2016-05-07,2016-05-22,195,429
1012991,2021-05-17,2021-05-31,414,268
1012992,2019-03-26,2019-04-19,244,847
1012993,2023-02-05,2023-02-10,400,697
1012994,2017-12-22,2017-12-24,583,254
1012995,2015-07-31,2015-08-04,330,501
1012996,2016-07-13,2016-08-10,853,269
1012997,2020-11-29,2020-12-11,530,762
1012998,2020-12-27,2021-01-20,298,331
1012999,2015-11-09,2015-11-16,957,172
1013000,2023-02-12,2023-02-25,695,938
1013001,2023-09-13,2023-10-12,95,382
1013002,2014-05-18,2014-05-23,232,117
1013003,2017-05-08,2017-05-11,392,782
1013004,2019-09-25,2019-10-08,35,630
1013005,2020-05-25,2020-06-13,248,534
1013006,2015-06-12,2015-06-12,677,800
1013007,2021-11-01,2021-11-20,58,938
1013008,2017-02-07,2017-03-03,125,495
1013009,2017-05-05,2017-06-02,737,697
1013010,2020-05-17,2020-05-24,636,272
1013011,2019-10-17,2019-11-07,443,451
1013012,2021-09-23,2021-10-05,566,686
1013013,2023-07-17,2023-07-18,823,474
1013014,2022-06-08,2022-06-20,403,465
1013015,2020-11-15,2020-11-27,569,321
1013016,2022-10-27,2022-11-06,966,415
1013017,2017-07-08,2017-07-30,746,880
1013018,2017-06-17,2017-07-08,936,798
1013019,2017-12-16,2017-12-29,111,234
1013020,2018-11-11,2018-11-15,505,955
1013021,2020-07-07,2020-07-14,483,981
1013022,2021-01-09,2021-01-30,76,594
1013023,2017-06-15,2017-07-14,388,769
1013024,2016-03-09,2016-03-14,173,669
1013025,2017-02-12,2017-02-27,626,369
1013026,2020-04-08,2020-04-09,950,889
1013027,2022-03-07,2022-03-28,365,609
1013028,2016-06-21,2016-06-21,582,273
1013029,2019-06-19,2019-07-12,494,161
1013030,2022-01-19,2022-01-27,614,117
1013031,2020-02-03,2020-02-16,530,118
1013032,2023-03-14,2023-03-15,892,366
1013033,2018-12-12,2019-01-10,440,988
1013034,2022-01-15,2022-01-28,363,354
1013035,2017-05-28,2017-06-01,920,374
1013036,2015-09-17,2015-10-02,308,721
1013037,2017-07-16,2017-08-03,695,917
1013038,2016-01-21,2016-01-25,837,961
1013039,2017-06-09,2017-06-26,711,359
1013040,2019-12-27,2019-12-31,779,117
1013041,2017-12-01,2017-12-07,767,461
1013042,2017-06-21,2017-07-02,126,629
1013043,2017-04-01,2017-04-13,117,569
1013044,2018-05-21,2018-06-15,657,810
1013045,2016-02-21,2016-03-02,821,88
1013046,2017-02-16,2017-02-26,394,639
1013047,2020-04-15,2020-05-09,234,817
1013048,2014-09-04,2014-09-11,157,218
1013049,2016-12-26,2017-01-07,259,832
1013050,2017-06-28,2017-07-13,150,825
1013051,2015-10-10,2015-10-31,243,147
1013052,2021-04-21,2021-04-28,317,750
1013053,2015-03-27,2015-04-07,954,815
1013054,2020-04-14,2020-04-17,539,761
1013055,2023-01-21,2023-01-23,510,620
1013056,2021-08-12,2021-08-24,223,463
1013057,2019-09-27,2019-10-20,876,218
1013058,2021-05-09,2021-05-20,797,429
1013059,2020-02-28,2020-03-10,184,855
1013060,2018-11-15,2018-11-20,975,885
1013061,2017-11-23,2017-11-28,293,275
1013062,2022-05-15,2022-05-15,457,733
1013063,2019-01-18,2019-01-26,864,979
1013064,2019-05-24,2019-06-06,13,558
1013065,2020-04-04,2020-04-29,390,47
1013066,2022-02-08,2022-02-26,430,202
1013067,2016-01-20,2016-02-13,816,444
1013068,2021-02-24,2021-02-24,897,812
1013069,2014-06-12,2014-06-12,544,975
1013070,2022-11-21,2022-12-01,749,224
1013071,2016-07-22,2016-08-19,740,503
1013072,2015-02-02,2015-02-06,836,254
1013073,2018-02-04,2018-03-01,982,72
1013074,2018-09-01,2018-09-08,432,486
1013075,2017-03-11,2017-03-22,774,534
1013076,2017-02-02,2017-03-01,378,94
1013077,2021-04-13,2021-04-20,182,810
1013078,2017-12-19,2018-01-03,639,658
1013079,2019-06-18,2019-06-29,732,981
1013080,2014-12-14,2014-12-29,178,722
1013081,2021-07-06,2021-07-14,905,12
1013082,2014-10-17,2014-10-27,872,252
1013083,2014-11-28,2014-11-30,723,147
1013084,2023-08-19,2023-09-15,771,694
1013085,2019-03-30,2019-04-12,470,752
1013086,2018-10-20,2018-10-25,527,782
1013087,2020-03-09,2020-03-28,359,300
1013088,2023-09-12,2023-09-15,910,535
1013089,2015-01-10,2015-01-18,657,438
1013090,2015-04-13,2015-05-02,199,244
1013091,2020-02-29,2020-03-12,103,202
1013092,2022-02-08,2022-02-16,62,294
1013093,2014-11-07,2014-11-16,227,197
1013094,2019-05-19,2019-06-08,600,931
1013095,2022-05-14,2022-05-30,689,448
1013096,2015-05-25,2015-05-29,963,887
1013097,2020-03-07,2020-03-10,910,691
1013098,2014-08-06,2014-08-12,636,769
1013099,2018-07-27,2018-08-20,109,37
1013100,2019-05-20,2019-05-21,663,228
1013101,2022-11-25,2022-11-26,63,647
1013102,2020-08-17,2020-09-11,100,737
1013103,2015-10-16,2015-11-10,200,497
1013104,2020-10-18,2020-10-22,149,702
1013105,2022-08-20,2022-08-26,265,337
1013106,2022-11-06,2022-11-12,250,790
1013107,2017-05-29,2017-06-27,386,51
1013108,2018-10-14,2018-11-10,667,515
1013109,2015-10-27,2015-11-13,726,347
1013110,2015-07-12,2015-07-25,197,410
1013111,2015-12-22,2016-01-02,774,694
1013112,2023-07-16,2023-08-09,603,379
1013113,2021-05-22,2021-06-17,513,574
1013114,2020-09-02,2020-09-16,904,208
1013115,2015-04-26,2015-05-24,408,836
1013116,2014-08-10,2014-08-26,25,954
1013117,2016-03-02,2016-03-22,261,171
1013118,2019-04-19,2019-05-17,153,986
1013119,2015-08-27,2015-09-07,995,995
1013120,2014-10-21,2014-11-09,4,266
1013121,2019-06-29,2019-07-01,720,684
1013122,2015-09-14,2015-09-20,390,614
1013123,2021-11-07,2021-11-26,513,78
1013124,2018-04-18,2018-05-09,134,765
1013125,2018-01-28,2018-02-15,300,865
1013126,2022-02-12,2022-02-20,509,589
1013127,2018-12-02,2018-12-24,830,339
1013128,2019-05-23,2019-06-21,112,775
1013129,2018-02-06,2018-02-21,616,14
1013130,2019-06-24,2019-07-17,460,498
1013131,2023-07-19,2023-07-27,985,730
1013132,2022-01-10,2022-02-07,800,136
1013133,2016-03-21,2016-04-07,301,158
1013134,2020-11-18,2020-12-02,579,171
1013135,2015-04-07,2015-04-28,581,593
1013136,2015-08-20,2015-09-02,984,596
1013137,2018-11-09,2018-11-28,478,558
1013138,2020-02-04,2020-02-28,882,616
1013139,2021-06-16,2021-06-17,618,497
1013140,2021-01-04,2021-01-24,82,66
1013141,2022-05-15,2022-06-03,716,496
1013142,2022-10-10,2022-10-31,471,738
1013143,2020-07-27,2020-08-04,617,911
1013144,2022-04-30,2022-05-10,625,989
1013145,2020-07-04,2020-07-26,1,49
1013146,2014-07-06,2014-07-22,998,845
1013147,2015-11-24,2015-12-12,665,359
1013148,2014-09-18,2014-09-22,239,450
1013149,2017-10-11,2017-11-03,829,438
1013150,2015-08-10,2015-09-08,105,160
1013151,2021-10-22,2021-10-27,459,118
1013152,2016-12-07,2016-12-14,849,467
1013153,2017-11-29,2017-12-02,386,142
1013154,2022-04-06,2022-04-08,196,415
1013155,2021-12-26,2022-01-21,299,31
1013156,2018-03-21,2018-04-14,939,598
1013157,2020-02-11,2020-03-10,248,882
1013158,2017-05-12,2017-05-28,740,761
1013159,2014-08-06,2014-08-22,682,33
1013160,2017-03-11,2017-03-15,886,114
1013161,2017-06-20,2017-06-26,854,145
1013162,2019-11-22,2019-11-29,513,48
1013163,2020-01-15,2020-01-20,777,847
1013164,2020-01-12,2020-01-12,132,417
1013165,2017-09-03,2017-09-25,638,84
1013166,2017-02-28,2017-03-19,35,757
1013167,2020-08-14,2020-09-05,363,708
1013168,2022-07-05,2022-07-16,443,446
1013169,2019-11-23,2019-12-13,409,781
1013170,2018-05-18,2018-06-03,247,78
1013171,2021-11-24,2021-11-27,718,745
1013172,2018-09-18,2018-10-16,852,233
1013173,2018-11-02,2018-11-24,26,335
1013174,2022-06-06,2022-06-23,206,631
1013175,2015-06-25,2015-07-10,393,192
1013176,2023-07-10,2023-07-17,250,29
1013177,2020-03-17,2020-04-06,756,915
1013178,2022-01-06,2022-01-25,859,248
1013179,2021-07-18,2021-07-27,408,450
1013180,2022-01-09,2022-01-19,941,782
1013181,2020-03-10,2020-03-26,738,932
1013182,2023-02-09,2023-02-17,830,433
1013183,2019-08-10,2019-08-25,753,395
1013184,2017-01-01,2017-01-24,48,585
1013185,2022-01-03,2022-01-16,304,877
1013186,2014-09-16,2014-10-12,918,964
1013187,2018-02-02,2018-02-13,24,669
1013188,2016-01-10,2016-02-02,523,616
1013189,2020-04-14,2020-04-19,711,103
1013190,2022-01-22,2022-02-15,451,202
1013191,2018-07-25,2018-08-18,871,366
1013192,2021-11-24,2021-11-26,571,579
1013193,2017-05-25,2017-05-31,566,251
1013194,2014-12-05,2014-12-05,420,489
1013195,2021-08-16,2021-08-29,554,14
1013196,2015-02-04,2015-03-02,366,426
1013197,2019-12-20,2020-01-13,394,305
1013198,2014-07-31,2014-08-29,368,661
1013199,2023-01-22,2023-02-04,797,383
1013200,2022-05-30,2022-06-04,431,203
1013201,2020-03-26,2020-04-14,437,962
1013202,2016-04-24,2016-05-14,337,804
1013203,2018-07-13,2018-07-27,818,910
1013204,2014-12-19,2015-01-14,625,434
1013205,2023-07-24,2023-08-19,319,790
1013206,2015-04-03,2015-04-15,638,308
1013207,2018-12-25,2018-12-26,2,844
1013208,2014-07-24,2014-08-10,403,811
1013209,2023-07-14,2023-07-14,270,726
1013210,2014-10-26,2014-10-29,43,750
1013211,2017-04-17,2017-05-01,532,733
1013212,2021-09-09,2021-10-01,425,730
1013213,2023-01-02,2023-01-28,547,320
1013214,2022-09-13,2022-10-12,278,989
1013215,2018-01-10,2018-02-04,440,192
1013216,2016-10-16,2016-10-20,82,707
1013217,2021-07-30,2021-08-07,708,393
1013218,2021-02-11,2021-02-23,13,118
1013219,2015-08-02,2015-08-15,784,461
1013220,2020-10-30,2020-11-13,372,2
1013221,2023-03-25,2023-04-08,479,339
1013222,2019-02-03,2019-02-07,810,722
1013223,2014-06-24,2014-07-03,117,609
1013224,2021-07-21,2021-07-23,708,104
1013225,2023-05-29,2023-06-14,100,113
1013226,2022-06-20,2022-07-08,91,24
1013227,2017-01-20,2017-02-08,387,436
1013228,2020-08-28,2020-09-19,676,142
1013229,2020-07-21,2020-08-03,27,127
1013230,2021-12-07,2022-01-02,546,773
1013231,2020-12-24,2020-12-28,884,668
1013232,2016-03-06,2016-03-19,977,450
1013233,2023-02-18,2023-02-24,12,988
1013234,2016-08-18,2016-08-31,955,901
1013235,2015-06-16,2015-06-25,826,395
1013236,2019-12-15,2020-01-04,650,221
1013237,2014-06-23,2014-07-02,900,94
1013238,2023-04-30,2023-05-11,552,907
1013239,2019-08-05,2019-08-28,558,144
1013240,2014-05-18,2014-05-23,250,53
1013241,2017-08-14,2017-08-17,474,122
1013242,2014-10-01,2014-10-20,982,858
1013243,2021-10-14,2021-10-24,873,395
1013244,2022-08-17,2022-08-22,588,448
1013245,2019-02-05,2019-02-11,808,315
1013246,2017-12-06,2017-12-20,134,70
1013247,2019-05-17,2019-05-24,613,420
1013248,2015-08-22,2015-09-13,272,449
1013249,2018-06-17,2018-06-26,776,555
1013250,2019-12-22,2020-01-09,583,905
1013251,2015-05-24,2015-05-29,948,426
1013252,2023-03-29,2023-04-18,819,772
1013253,2017-05-05,2017-05-06,714,196
1013254,2021-08-06,2021-08-22,941,250
1013255,2014-06-24,2014-07-18,917,715
1013256,2022-11-12,2022-12-07,838,156
1013257,2018-02-13,2018-02-26,889,479
1013258,2019-12-08,2020-01-05,441,390
1013259,2023-08-16,2023-09-03,186,485
1013260,2015-01-14,2015-01-23,945,49
1013261,2022-04-20,2022-05-06,568,401
1013262,2017-10-25,2017-10-26,77,573
1013263,2016-11-15,2016-11-17,959,271
1013264,2020-07-01,2020-07-21,254,759
1013265,2022-03-17,2022-04-10,479,420
1013266,2017-01-03,2017-01-13,302,710
1013267,2016-05-26,2016-05-27,228,893
1013268,2015-07-12,2015-07-28,523,902
1013269,2020-05-01,2020-05-30,730,313
1013270,2021-11-18,2021-12-06,522,544
1013271,2022-06-02,2022-06-27,128,566
1013272,2015-05-29,2015-06-06,944,603
1013273,2014-11-30,2014-12-09,697,108
1013274,2021-11-08,2021-11-15,327,425
1013275,2021-04-14,2021-04-14,760,313
1013276,2017-12-31,2018-01-24,228,160
1013277,2018-10-29,2018-11-04,855,923
1013278,2017-02-01,2017-02-04,333,374
1013279,2020-01-19,2020-02-01,40,447
1013280,2021-07-25,2021-07-29,534,685
1013281,2015-12-01,2015-12-28,238,994
1013282,2021-01-15,2021-02-12,333,27
1013283,2019-09-04,2019-09-17,37,720
1013284,2023-02-23,2023-02-24,455,35
1013285,2021-11-28,2021-12-01,746,165
1013286,2015-11-23,2015-11-28,87,950
1013287,2021-06-08,2021-06-15,249,677
1013288,2016-01-09,2016-02-02,183,198
1013289,2020-10-08,2020-10-11,398,625
1013290,2015-07-08,2015-07-22,892,672
1013291,2017-03-24,2017-04-21,733,91
1013292,2015-12-25,2015-12-29,250,819
1013293,2023-09-09,2023-09-11,211,642
1013294,2020-08-12,2020-09-01,702,44
1013295,2022-11-01,2022-11-06,223,876
1013296,2021-08-07,2021-08-13,681,69
1013297,2017-10-20,2017-11-12,614,450
1013298,2019-03-06,2019-03-18,313,975
1013299,2021-06-12,2021-06-30,436,523
1013300,2020-02-02,2020-03-02,959,921
1013301,2020-09-09,2020-10-06,84,885
1013302,2020-10-10,2020-10-26,560,796
1013303,2018-05-30,2018-06-04,195,363
1013304,2016-02-03,2016-02-05,851,537
1013305,2016-04-08,2016-04-17,623,191
1013306,2017-01-12,2017-02-01,85,55
1013307,2017-11-16,2017-11-16,167,217
1013308,2017-08-18,2017-08-29,575,134
1013309,2019-01-27,2019-02-10,216,416
1013310,2021-10-17,2021-11-09,280,242
1013311,2017-05-06,2017-05-18,108,230
1013312,2016-04-23,2016-05-20,176,274
1013313,2015-11-09,2015-12-01,182,51
1013314,2020-03-31,2020-04-20,127,924
1013315,2015-01-19,2015-01-24,435,643
1013316,2018-05-08,2018-05-14,778,867
1013317,2017-12-24,2017-12-24,368,690
1013318,2022-07-11,2022-07-25,228,712
1013319,2019-05-20,2019-05-30,361,966
1013320,2018-11-17,2018-12-11,264,191
1013321,2018-01-28,2018-02-20,292,405
1013322,2018-03-17,2018-04-09,275,162
1013323,2015-04-17,2015-04-23,171,558
1013324,2017-05-01,2017-05-28,611,804
1013325,2016-04-10,2016-04-21,568,814
1013326,2020-01-28,2020-02-06,620,237
1013327,2023-09-19,2023-10-06,866,858
1013328,2015-03-19,2015-04-15,324,123
1013329,2021-12-21,2021-12-21,542,545
1013330,2020-11-16,2020-11-16,336,524
1013331,2015-09-23,2015-09-23,136,25
